srno,presz,postsz ,inc ,year ,lf,y1,y2,y3,post,shell,pre_82,pre_all,,,,,,,,
214,119.3,149,11.5,82,1,0,1,0,137.5,0,137.5,137.5,,,,,,,,
215,118.2,163.7,14.8,82,1,0,1,0,137.7,0,137.7,137.7,,,,,,,,
216,137.5,149.8,18.5,82,1,0,1,0,139.3,0,139.3,139.3,,,,,,,,
217,148.9,143.2,16.3,82,1,0,1,0,139.5,0,139.5,139.5,,,,,,,,
218,131.3,143.2,13.9,82,1,0,1,0,139.7,0,139.7,139.7,,,,,,,,
219,126.9,157,12.7,82,1,0,1,0,140.1,0,140.1,140.1,,,,,,,,
220,129.3,152.7,15.5,82,1,0,1,0,140.8,0,140.8,140.8,,,,,,,,
221,144.3,153.6,14.6,82,1,0,1,0,141,0,141,141,,,,,,,,
222,137.2,140.6,17.3,82,1,0,1,0,141.5,0,141.5,141.5,,,,,,,,
223,139,151.7,13.3,82,1,0,1,0,142.1,0,142.1,142.1,,,,,,,,
224,123.3,132,20.3,82,1,0,1,0,142.3,0,142.3,142.3,,,,,,,,
225,138.4,132.5,15.3,82,1,0,1,0,142.4,0,142.4,142.4,,,,,,,,
226,111.7,154.5,12.5,82,1,0,1,0,142.7,0,142.7,142.7,,,,,,,,
227,117.2,143.3,13.3,82,1,0,1,0,143.1,0,143.1,143.1,,,,,,,,
228,142,138.1,15.8,82,1,0,1,0,143.5,0,143.5,143.5,,,,,,,,
229,130,126.7,12,82,1,0,1,0,143.5,0,143.5,143.5,,,,,,,,
230,122.3,132.4,13.1,82,1,0,1,0,143.9,0,143.9,143.9,,,,,,,,
231,114.7,149.3,17.6,82,1,0,1,0,143.9,0,143.9,143.9,,,,,,,,
232,119.3,139.3,19,82,1,0,1,0,144.2,0,144.2,144.2,,,,,,,,
233,131.7,151.5,15.3,82,1,0,1,0,144.3,0,144.3,144.3,,,,,,,,
234,120.3,166.8,12.3,82,1,0,1,0,144.3,0,144.3,144.3,,,,,,,,
235,136.2,126.8,17.3,82,1,0,1,0,144.5,0,144.5,144.5,,,,,,,,
236,154.5,152.1,12.9,82,1,0,1,0,144.9,0,144.9,144.9,,,,,,,,
237,109.5,126.9,18.6,82,1,0,1,0,145,0,145,145,,,,,,,,
238,139.2,145.4,16.9,82,1,0,1,0,145.1,0,145.1,145.1,,,,,,,,
239,108.3,156.3,11.8,82,1,0,1,0,145.3,0,145.3,145.3,,,,,,,,
240,128.5,142.7,19.4,82,1,0,1,0,145.7,0,145.7,145.7,,,,,,,,
241,144.5,132.9,15.2,82,1,0,1,0,145.7,0,145.7,145.7,,,,,,,,
242,123.3,137.9,18.2,82,1,0,1,0,146.1,0,146.1,146.1,,,,,,,,
243,117.7,126.1,12.5,82,1,0,1,0,146.1,0,146.1,146.1,,,,,,,,
244,119.7,160.4,12.2,82,1,0,1,0,146.4,0,146.4,146.4,,,,,,,,
245,113.6,166.2,11.1,82,1,0,1,0,146.6,0,146.6,146.6,,,,,,,,
246,148.2,145.4,14.4,82,1,0,1,0,146.7,0,146.7,146.7,,,,,,,,
247,155.1,144.3,12.1,82,1,0,1,0,146.8,0,146.8,146.8,,,,,,,,
248,131,156.8,11.9,82,1,0,1,0,146.9,0,146.9,146.9,,,,,,,,
249,132.2,131.2,18.7,82,1,0,1,0,147,0,147,147,,,,,,,,
250,144.9,140.8,16.7,82,1,0,1,0,147.1,0,147.1,147.1,,,,,,,,
251,112.5,130.8,16.9,82,1,0,1,0,147.3,0,147.3,147.3,,,,,,,,
252,124.1,149.7,14.2,82,1,0,1,0,147.6,0,147.6,147.6,,,,,,,,
253,113.9,156.7,14.3,82,1,0,1,0,147.7,0,147.7,147.7,,,,,,,,
254,135.5,136.1,14.8,82,1,0,1,0,147.7,0,147.7,147.7,,,,,,,,
255,142.4,150.1,13.4,82,1,0,1,0,147.8,0,147.8,147.8,,,,,,,,
256,121.3,140.7,18.7,82,1,0,1,0,147.9,0,147.9,147.9,,,,,,,,
257,136.7,139.4,13.8,82,1,0,1,0,148,0,148,148,,,,,,,,
258,122,160.1,10.2,82,1,0,1,0,148,0,148,148,,,,,,,,
259,125.6,138.2,14.9,82,1,0,1,0,148.1,0,148.1,148.1,,,,,,,,
260,149.9,148.6,15,82,1,0,1,0,148.2,0,148.2,148.2,,,,,,,,
261,123.3,152,13.2,82,1,0,1,0,148.2,0,148.2,148.2,,,,,,,,
262,133.6,128.2,17.5,82,1,0,1,0,148.4,0,148.4,148.4,,,,,,,,
263,138.8,126.7,15.2,82,1,0,1,0,148.4,0,148.4,148.4,,,,,,,,
264,110.7,142.5,17.7,82,1,0,1,0,148.4,0,148.4,148.4,,,,,,,,
265,111.5,139.7,13.5,82,1,0,1,0,148.5,0,148.5,148.5,,,,,,,,
266,124.8,151.8,13.2,82,1,0,1,0,148.5,0,148.5,148.5,,,,,,,,
267,126.2,141.1,15.9,82,1,0,1,0,148.6,0,148.6,148.6,,,,,,,,
268,138.6,140.7,14.5,82,1,0,1,0,148.7,0,148.7,148.7,,,,,,,,
269,125.2,157.5,12.4,82,1,0,1,0,148.8,0,148.8,148.8,,,,,,,,
270,126.2,143.8,17.8,82,1,0,1,0,148.8,0,148.8,148.8,,,,,,,,
271,145.1,127.7,17.2,82,1,0,1,0,148.9,0,148.9,148.9,,,,,,,,
272,126,155.2,14.7,82,1,0,1,0,149,0,149,149,,,,,,,,
273,110.5,146.9,18.3,82,1,0,1,0,149.3,0,149.3,149.3,,,,,,,,
274,140.5,125,21.1,82,1,0,1,0,149.4,0,149.4,149.4,,,,,,,,
275,128.6,133.5,14.6,82,1,0,1,0,149.6,0,149.6,149.6,,,,,,,,
276,103.9,144.4,13.4,82,1,0,1,0,149.6,0,149.6,149.6,,,,,,,,
277,118.9,154.6,13.2,82,1,0,1,0,149.8,0,149.8,149.8,,,,,,,,
278,131,154.4,15.2,82,1,0,1,0,150,0,150,150,,,,,,,,
279,141.4,138.6,18.8,82,1,0,1,0,150,0,150,150,,,,,,,,
280,139.2,133.7,18.7,82,1,0,1,0,150.2,0,150.2,150.2,,,,,,,,
281,119.8,153.2,13.4,82,1,0,1,0,150.4,0,150.4,150.4,,,,,,,,
282,115,159.1,14.6,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
283,139.8,149.5,14.8,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
284,144.5,144.7,18.6,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
285,134.7,147.3,16.9,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
286,126.1,138.4,17.6,82,1,0,1,0,150.7,0,150.7,150.7,,,,,,,,
287,130.4,136.9,17.7,82,1,0,1,0,150.8,0,150.8,150.8,,,,,,,,
288,120.8,146.6,14.3,82,1,0,1,0,150.9,0,150.9,150.9,,,,,,,,
289,119.2,124.5,18.2,82,1,0,1,0,151.2,0,151.2,151.2,,,,,,,,
290,132.3,144.1,18.4,82,1,0,1,0,151.4,0,151.4,151.4,,,,,,,,
291,106.3,124.4,16.8,82,1,0,1,0,151.5,0,151.5,151.5,,,,,,,,
292,125.7,142.2,13.7,82,1,0,1,0,151.6,0,151.6,151.6,,,,,,,,
293,107.6,134.1,14.6,92,1,1,0,0,151.7,0,151.7,151.7,,,,,,,,
294,128.5,133.8,17.6,92,1,1,0,0,151.8,0,151.8,151.8,,,,,,,,
295,119.5,127.8,15.5,92,1,1,0,0,151.8,0,151.8,151.8,,,,,,,,
296,116.2,132.3,16.7,92,1,1,0,0,152,0,152,152,,,,,,,,
297,112.3,135.6,16.6,92,1,1,0,0,152.2,0,152.2,152.2,,,,,,,,
298,115.6,130.3,16.7,92,1,1,0,0,152.3,0,152.3,152.3,,,,,,,,
299,119,128.7,17.1,92,1,1,0,0,152.5,0,152.5,152.5,,,,,,,,
300,113.6,118.8,6.1,92,1,1,0,0,152.5,0,152.5,152.5,,,,,,,,
301,111.6,133.4,15.9,92,1,1,0,0,152.6,0,152.6,152.6,,,,,,,,
302,112.7,151.6,15.3,92,1,1,0,0,152.7,0,152.7,152.7,,,,,,,,
303,117.5,140.6,15.4,92,1,1,0,0,152.7,0,152.7,152.7,,,,,,,,
304,136.3,144.6,15.7,92,1,1,0,0,152.9,0,152.9,152.9,,,,,,,,
305,125.2,147.7,15.7,92,1,1,0,0,153,0,153,153,,,,,,,,
306,128.9,154.8,14.4,92,1,1,0,0,153.1,0,153.1,153.1,,,,,,,,
307,132,139.1,17.5,92,1,1,0,0,153.3,0,153.3,153.3,,,,,,,,
308,140.4,124.2,15.6,92,1,1,0,0,153.4,0,153.4,153.4,,,,,,,,
309,121.6,129.5,17.7,92,1,1,0,0,153.8,0,153.8,153.8,,,,,,,,
310,108.6,123.7,16.5,92,1,1,0,0,154.1,0,154.1,154.1,,,,,,,,
311,111.8,130.6,14.7,92,1,1,0,0,154.2,0,154.2,154.2,,,,,,,,
312,107.2,134.7,13.3,92,1,1,0,0,154.2,0,154.2,154.2,,,,,,,,
313,115.9,153.9,16.5,92,1,1,0,0,154.3,0,154.3,154.3,,,,,,,,
314,121.4,148.4,14.7,92,1,1,0,0,154.7,0,154.7,154.7,,,,,,,,
315,137.4,130.1,14.4,92,1,1,0,0,154.9,0,154.9,154.9,,,,,,,,
316,133.7,135.8,13.6,92,1,1,0,0,155,0,155,155,,,,,,,,
317,115.7,140.3,14.1,92,1,1,0,0,155.4,0,155.4,155.4,,,,,,,,
318,122.2,138.7,13.2,92,1,1,0,0,155.8,0,155.8,155.8,,,,,,,,
319,126.2,140.6,12.3,92,1,1,0,0,155.8,0,155.8,155.8,,,,,,,,
320,125.5,127.6,14.7,92,1,1,0,0,155.9,0,155.9,155.9,,,,,,,,
321,128.3,127.7,16.9,92,1,1,0,0,156,0,156,156,,,,,,,,
322,112.9,127.5,16.5,92,1,1,0,0,156.1,0,156.1,156.1,,,,,,,,
323,110.8,138.3,13,92,1,1,0,0,156.3,0,156.3,156.3,,,,,,,,
324,111,127.3,16.4,92,1,1,0,0,156.3,0,156.3,156.3,,,,,,,,
325,125.3,151.5,13.8,92,1,1,0,0,156.6,0,156.6,156.6,,,,,,,,
326,110.9,140.5,13.9,92,1,1,0,0,156.7,0,156.7,156.7,,,,,,,,
327,137.7,128.5,16.5,92,1,1,0,0,156.8,0,156.8,156.8,,,,,,,,
328,126.6,145.9,15.4,92,1,1,0,0,156.8,0,156.8,156.8,,,,,,,,
329,112,135.5,15.9,92,1,1,0,0,156.9,0,156.9,156.9,,,,,,,,
330,130.5,125.4,16.6,92,1,1,0,0,156.9,0,156.9,156.9,,,,,,,,
331,119.6,146.3,13.4,92,1,1,0,0,157,0,157,157,,,,,,,,
332,108.8,144.5,18.5,92,1,1,0,0,157.1,0,157.1,157.1,,,,,,,,
333,132.9,148.8,18,92,1,1,0,0,157.3,0,157.3,157.3,,,,,,,,
334,126,127.8,15.9,92,1,1,0,0,157.7,0,157.7,157.7,,,,,,,,
335,130.8,137.7,17,92,1,1,0,0,157.8,0,157.8,157.8,,,,,,,,
336,111.9,149.6,13.9,92,1,1,0,0,157.9,0,157.9,157.9,,,,,,,,
337,120.7,128,15.4,92,1,1,0,0,158.1,0,158.1,158.1,,,,,,,,
338,135.7,141.8,18.7,92,1,1,0,0,158.3,0,158.3,158.3,,,,,,,,
339,112.6,138.5,17.5,92,1,1,0,0,158.3,0,158.3,158.3,,,,,,,,
340,123.1,136.1,16.2,92,1,1,0,0,158.5,0,158.5,158.5,,,,,,,,
341,121,130.1,16.5,92,1,1,0,0,158.6,0,158.6,158.6,,,,,,,,
342,119.9,139.2,16.5,92,1,1,0,0,158.6,0,158.6,158.6,,,,,,,,
343,113.6,153.4,13.4,92,1,1,0,0,159,0,159,159,,,,,,,,
344,122.7,141.6,16.1,92,1,1,0,0,159.2,0,159.2,159.2,,,,,,,,
345,140,138.6,16.5,92,1,1,0,0,159.3,0,159.3,159.3,,,,,,,,
346,125.5,153,12.3,92,1,1,0,0,160.2,0,160.2,160.2,,,,,,,,
347,122.1,139.8,12.8,92,1,1,0,0,160.4,0,160.4,160.4,,,,,,,,
348,140.7,140.8,13.2,92,1,1,0,0,160.6,0,160.6,160.6,,,,,,,,
349,127,138,15.4,92,1,1,0,0,160.6,0,160.6,160.6,,,,,,,,
350,127.6,146.7,11.7,92,1,1,0,0,160.7,0,160.7,160.7,,,,,,,,
351,122.6,135.9,16.5,92,1,1,0,0,161.1,0,161.1,161.1,,,,,,,,
352,135,144.4,14,92,1,1,0,0,161.4,0,161.4,161.4,,,,,,,,
353,119.4,138.5,13.5,92,1,1,0,0,162.5,0,162.5,162.5,,,,,,,,
354,130.4,125.3,16.4,92,1,1,0,0,163,0,163,163,,,,,,,,
355,125,131.9,17.1,92,1,1,0,0,163.2,0,163.2,163.2,,,,,,,,
356,108.9,134.3,12.7,92,1,1,0,0,163.2,0,163.2,163.2,,,,,,,,
357,114.8,147.8,13,92,1,1,0,0,163.2,0,163.2,163.2,,,,,,,,
358,121.6,147.7,13.8,92,1,1,0,0,163.5,0,163.5,163.5,,,,,,,,
359,134.8,144.2,16.1,92,1,1,0,0,163.5,0,163.5,163.5,,,,,,,,
360,133.9,132,16.7,92,1,1,0,0,166.1,0,166.1,166.1,,,,,,,,
361,128.1,136.1,15.2,92,1,1,0,0,166.6,0,166.6,166.6,,,,,,,,
362,115.3,148.1,17.9,92,1,1,0,0,168,0,168,168,,,,,,,,
363,120.9,147.5,14.8,92,1,1,0,0,,,,,,,,,,,,
364,130.2,122.4,14.4,92,1,1,0,0,,,,,,,,,,,,
365,132.7,147.7,13.8,92,1,1,0,0,,,,,,,,,,,,
366,108,144.2,16.1,92,1,1,0,0,,,,,,,,,,,,
367,133.9,132,16.7,92,1,1,0,0,,,,,,,,,,,,
368,128.1,136.1,15.2,92,1,1,0,0,,,,,,,,,,,,
369,115.3,148.1,17.9,92,1,1,0,0,,,,,,,,,,,,
370,120.9,147.5,14.8,92,1,1,0,0,,,,,,,,,,,,
371,130.2,122.4,14.4,92,1,1,0,0,,,,,,,,,,,,
372,132.7,135.8,17.1,92,1,1,0,0,,,,,,,,,,,,
373,108,135.2,15.2,92,1,1,0,0,,,,,,,,,,,,
374,118.7,126.5,17.4,92,1,1,0,0,,,,,,,,,,,,
375,120,140.3,16.2,92,1,1,0,0,,,,,,,,,,,,
376,109.1,145.8,12.6,92,1,1,0,0,,,,,,,,,,,,
377,124.1,152.1,12.5,92,1,1,0,0,,,,,,,,,,,,
378,133.2,147,13.1,92,1,1,0,0,,,,,,,,,,,,
379,139.6,150.4,13.2,92,1,1,0,0,,,,,,,,,,,,
380,133.9,155.7,12.6,92,1,1,0,0,,,,,,,,,,,,
381,137.2,140.5,11.7,92,1,1,0,0,,,,,,,,,,,,
382,143.1,139.3,17.6,92,1,1,0,0,,,,,,,,,,,,
383,128.8,131.5,15.2,92,1,1,0,0,,,,,,,,,,,,
384,121.7,142.7,12.6,92,1,1,0,0,,,,,,,,,,,,
385,116.3,158.2,11.8,92,1,1,0,0,,,,,,,,,,,,
386,130.1,135.8,16.9,92,1,1,0,0,,,,,,,,,,,,
387,146.4,147.2,14.3,92,1,1,0,0,,,,,,,,,,,,
388,118.9,150,14.8,92,1,1,0,0,,,,,,,,,,,,
389,132.9,148.2,13.2,92,1,1,0,0,,,,,,,,,,,,
390,135.2,139.8,14.4,92,1,1,0,0,,,,,,,,,,,,
391,135,143.7,17,92,1,1,0,0,,,,,,,,,,,,
392,125.4,141.3,16.3,92,1,1,0,0,,,,,,,,,,,,
393,126.7,147.2,14,92,1,1,0,0,,,,,,,,,,,,
394,125,139.7,15.4,92,1,1,0,0,,,,,,,,,,,,
395,133.2,130.3,15,92,1,1,0,0,,,,,,,,,,,,
396,124.3,149.3,12.5,92,1,1,0,0,,,,,,,,,,,,
397,115.3,150.4,12.8,92,1,1,0,0,,,,,,,,,,,,
398,136.8,160,12.5,92,1,1,0,0,,,,,,,,,,,,
399,137.6,161.6,14.1,92,1,1,0,0,,,,,,,,,,,,
400,147.5,149.3,13.3,92,1,1,0,0,,,,,,,,,,,,
401,147.5,129.2,15.9,92,1,1,0,0,,,,,,,,,,,,
402,136,142.7,16.4,92,1,1,0,0,,,,,,,,,,,,
403,113.3,143.6,14,92,1,1,0,0,,,,,,,,,,,,
404,126.3,132,15.7,92,1,1,0,0,,,,,,,,,,,,
405,129.6,133.2,16.6,92,1,1,0,0,,,,,,,,,,,,
406,116.3,137.8,16.9,92,1,1,0,0,,,,,,,,,,,,
407,116.6,145.4,14.4,92,1,1,0,0,,,,,,,,,,,,
408,120.9,150.8,14.3,92,1,1,0,0,,,,,,,,,,,,
409,131,147.2,13.9,92,1,1,0,0,,,,,,,,,,,,
410,136.5,143.7,11.7,92,1,1,0,0,,,,,,,,,,,,
411,133.3,144.7,13.3,92,1,1,0,0,,,,,,,,,,,,
412,132,148.1,12.3,92,1,1,0,0,,,,,,,,,,,,
413,131.4,135.4,16.8,92,1,1,0,0,,,,,,,,,,,,
414,135.8,145.8,16,92,1,1,0,0,,,,,,,,,,,,
415,118.6,154.2,13,92,1,1,0,0,,,,,,,,,,,,
416,129.8,144.3,12.3,92,1,1,0,0,,,,,,,,,,,,
417,141.2,133.7,15,92,1,1,0,0,,,,,,,,,,,,
418,132,155.4,13.9,92,1,1,0,0,,,,,,,,,,,,
419,118.7,142.4,11.7,92,1,1,0,0,,,,,,,,,,,,
420,141.5,149.5,11.8,92,1,1,0,0,,,,,,,,,,,,
421,130.7,157.1,14.1,92,1,1,0,0,,,,,,,,,,,,
422,137.7,147.6,12.9,92,1,1,0,0,,,,,,,,,,,,
423,143,143.5,12.3,92,1,1,0,0,,,,,,,,,,,,
424,134.7,138.9,13,92,1,1,0,0,,,,,,,,,,,,
425,131.2,157,12.2,92,1,1,0,0,,,,,,,,,,,,
426,125.9,140.8,12.3,92,1,1,0,0,,,,,,,,,,,,
427,144.8,156.4,13,92,1,1,0,0,,,,,,,,,,,,
428,128.5,153.1,11.4,92,1,1,0,0,,,,,,,,,,,,
429,143.4,152.3,13.1,92,1,1,0,0,,,,,,,,,,,,
430,141.7,130.5,14.7,92,1,1,0,0,,,,,,,,,,,,
431,139.2,149.8,12.6,92,1,1,0,0,,,,,,,,,,,,
432,115.8,142.3,11.3,92,1,1,0,0,,,,,,,,,,,,
433,137.2,153.4,11.5,92,1,1,0,0,,,,,,,,,,,,
434,131,147.9,14.5,92,1,1,0,0,,,,,,,,,,,,
435,141.9,149.9,15.6,92,1,1,0,0,,,,,,,,,,,,
436,133.4,152.2,14.3,92,1,1,0,0,,,,,,,,,,,,
437,134.3,150.4,11.8,92,1,1,0,0,,,,,,,,,,,,
438,137.9,141.8,11,92,1,1,0,0,,,,,,,,,,,,
439,138.6,152.4,14.3,92,1,1,0,0,,,,,,,,,,,,
440,130.8,133.7,11.8,92,1,1,0,0,,,,,,,,,,,,
441,138.1,147.1,10.2,92,1,1,0,0,,,,,,,,,,,,
442,121.9,151.7,13.1,92,1,1,0,0,,,,,,,,,,,,
443,136.9,153.6,12.2,92,1,1,0,0,,,,,,,,,,,,
444,138.6,145.2,13,92,1,1,0,0,,,,,,,,,,,,
445,141.4,141.6,17.1,92,1,1,0,0,,,,,,,,,,,,
446,132.2,138.3,12.6,92,1,1,0,0,,,,,,,,,,,,
447,124.5,135.2,15.9,92,1,1,0,0,,,,,,,,,,,,
448,125.7,153.5,12.8,92,1,1,0,0,,,,,,,,,,,,
449,119.3,153.3,13.7,92,1,1,0,0,,,,,,,,,,,,
450,140.7,151.6,12,92,1,1,0,0,,,,,,,,,,,,
451,139.6,152.9,14.9,92,1,1,0,0,,,,,,,,,,,,
452,139.6,147.5,12.7,92,1,1,0,0,,,,,,,,,,,,
453,138,141.9,17.5,92,1,1,0,0,,,,,,,,,,,,
454,134.8,145.9,13.3,92,1,1,0,0,,,,,,,,,,,,
455,124.4,140.3,15.2,92,1,1,0,0,,,,,,,,,,,,
456,132.6,148.5,13.2,92,1,1,0,0,,,,,,,,,,,,
457,125.1,151.4,12.3,92,1,1,0,0,,,,,,,,,,,,
458,135.3,138.6,8.9,92,1,1,0,0,,,,,,,,,,,,
459,139.1,146.4,11.5,92,1,1,0,0,,,,,,,,,,,,
460,129.7,134.3,15.6,92,1,1,0,0,,,,,,,,,,,,
461,134.9,154.1,15.8,92,1,1,0,0,,,,,,,,,,,,
462,118.7,146.4,15.2,92,1,1,0,0,,,,,,,,,,,,
463,138.3,149.4,14.2,92,1,1,0,0,,,,,,,,,,,,
464,131.2,134.7,15.3,92,1,1,0,0,,,,,,,,,,,,
465,135.2,161.7,13.6,92,1,1,0,0,,,,,,,,,,,,
466,119.4,150.3,14.4,92,1,1,0,0,,,,,,,,,,,,
467,148.1,151.2,15.6,92,1,1,0,0,,,,,,,,,,,,
468,135.9,143.5,13.9,92,1,1,0,0,,,,,,,,,,,,
469,135.6,148.3,14.2,92,1,1,0,0,,,,,,,,,,,,
470,129.6,129.2,14.8,92,1,1,0,0,,,,,,,,,,,,
471,134.1,,,,,,,,,,,,,,,,,,,
472,114.4,,,,,,,,,,,,,,,,,,,
